No.  Resultado    n_1/i     n_2/i      n_3/i       n_4/i     n_5/i      n_6/i
6082        3        0.16853008878658335        0.17724432752384084        0.16803682999013483        0.1557053600789214        0.16853008878658335        0.16195330483393622
6083        1        0.16866677626171298        0.17721518987341772        0.16800920598388952        0.15567976327469998        0.16850238369225712        0.16192668091402268
6084        3        0.16863905325443787        0.17718606180144642        0.16814595660749507        0.15565417488494412        0.16847468770545693        0.1619000657462196
6085        5        0.1686113393590797        0.1771569433032046        0.16811832374691865        0.15562859490550535        0.1686113393590797        0.161873459326212
6086        2        0.1685836345711469        0.17729214590864278        0.16809069996713769        0.1556030233322379        0.1685836345711469        0.1618468616496878
6087        1        0.1687202234269755        0.17726301954986035        0.1680630852636767        0.15557746016099885        0.1685559388861508        0.16182027271233776
6088        6        0.16869250985545334        0.17723390275952694        0.16803547963206308        0.15555190538764782        0.16852825229960577        0.16195795006570302
6089        6        0.168664805386763        0.17720479553292823        0.16800788306782724        0.1555263590080473        0.16850057480702907        0.16209558219740516
6090        4        0.16863711001642037        0.17717569786535303        0.16798029556650246        0.15566502463054188        0.1684729064039409        0.16206896551724137
6091        3        0.16860942373994417        0.17714660975209326        0.1681168937777048        0.15563946806764078        0.1684452470858644        0.1620423575767526
6092        1        0.16874589625738673        0.17711753118844387        0.1680892974392646        0.1556139198949442        0.16841759684832566        0.16201575837163493
6093        4        0.16871820121450845        0.17708846216970295        0.16806171015919907        0.15575250287214837        0.16838995568685378        0.16198916789758738
6094        3        0.16869051526091236        0.17705940269117165        0.16819822776501478        0.15572694453560879        0.16836232359698064        0.16196258615031178
6095        3        0.1686628383921247        0.17703035274815423        0.1683347005742412        0.15570139458572602        0.1683347005742412        0.16193601312551273
6096        4        0.16863517060367453        0.177001312335958        0.16830708661417323        0.15583989501312337        0.16830708661417323        0.16190944881889763
6097        3        0.168607511891094        0.17697228144989338        0.16844349680170576        0.15581433491881252        0.16827948171231755        0.1618828932261768
6098        4        0.168579862249918        0.17694326008527386        0.1684158740570679        0.15595277140045916        0.16825188586421777        0.1618563463430633
6099        3        0.16855222167568454        0.17691424823741597        0.16855222167568454        0.1559272011805214        0.16822429906542055        0.161829808165273
6100        6        0.16852459016393442        0.17688524590163934        0.16852459016393442        0.1559016393442623        0.16819672131147542        0.1619672131147541
6101        2        0.16849696771021144        0.177020160629405        0.16849696771021144        0.1558760858875594        0.16816915259793477        0.16194066546467792
6102        4        0.16846935431006227        0.17699115044247787        0.16846935431006227        0.15601442150114717        0.168141592920354        0.16191412651589643
6103        3        0.16844174995903655        0.17696214976241192        0.16860560380140915        0.15598885793871867        0.16811404227429133        0.1618875962641324
6104        3        0.16841415465268678        0.17693315858453473        0.16874180865006552        0.1559633027522936        0.168086500655308        0.1618610747051114
6105        1        0.16855036855036856        0.1769041769041769        0.16871416871416872        0.15593775593775594        0.16805896805896806        0.16183456183456182
6106        5        0.16852276449394038        0.17687520471667212        0.168686537831641        0.15591221749099246        0.16819521781853913        0.16180805764821488
6107        5        0.1684951694776486        0.17684624201735713        0.16865891599803504        0.15588668740789258        0.16833142295726217        0.16178156214180447
6108        1        0.16863130320890635        0.17681728880157171        0.16863130320890635        0.1558611656843484        0.16830386378519974        0.16175507531106745
6109        4        0.16860369945981338        0.1767883450646587        0.16860369945981338        0.1559993452283516        0.16827631363561957        0.16172859715174334
6110        1        0.16873977086743044        0.176759410801964        0.1685761047463175        0.15597381342062194        0.16824877250409165        0.16170212765957448
6111        4        0.16871215840288006        0.17673048600883653        0.168548519063983        0.1561119293078056        0.16822124038618885        0.16167566683030601
6112        3        0.16868455497382198        0.17670157068062828        0.16868455497382198        0.15608638743455497        0.16819371727748691        0.16164921465968587
6113        6        0.16865696057582202        0.17667266481269425        0.16865696057582202        0.15606085391787994        0.16816620317356454        0.16178635694421725
6114        1        0.16879293424926398        0.17664376840039253        0.16862937520444882        0.1560353287536801        0.16813869807000328        0.16175989532221133
6115        6        0.1687653311529027        0.17661488143908421        0.1686017988552739        0.15600981193785773        0.16811120196238757        0.16189697465249386
6116        2        0.16873773708306083        0.17674950948332244        0.1685742315238718        0.15598430346631786        0.16808371484630477        0.1618705035971223
6117        5        0.16871015203531142        0.1767206146803989        0.16854667320581984        0.15595880333496812        0.16821971554683668        0.16184404119666504
6118        5        0.16868257600523046        0.17669172932330826        0.16851912389669826        0.15593331153971887        0.16835567178816607        0.16181758744687808
6119        2        0.1686550089883968        0.1768262788037261        0.1684915835920902        0.1559078280764831        0.16832815819578362        0.16179114234352018
6120        1        0.16879084967320263        0.17679738562091504        0.1684640522875817        0.15588235294117647        0.16830065359477125        0.16176470588235295
6121        5        0.1687632739748407        0.176768501878778        0.16843652997876163        0.15585688612971738        0.16843652997876163        0.16173827805914065
6122        4        0.1687357072852009        0.17673962757268866        0.16840901666122182        0.15599477295001635        0.16840901666122182        0.16171185886965045
6123        6        0.16870814959986935        0.17671076269802385        0.16838151233055693        0.15596929609668464        0.16838151233055693        0.16184876694430836
6124        2        0.168680600914435        0.17684519921619857        0.16835401698236446        0.15594382756368386        0.16835401698236446        0.16182233834095364
6125        6        0.1686530612244898        0.17681632653061224        0.1683265306122449        0.15591836734693879        0.1683265306122449        0.1619591836734694
6126        4        0.16862553052562848        0.17678746327130265        0.1682990532158015        0.15605615409729023        0.1682990532158015        0.16193274567417565
6127        2        0.16859800881344866        0.17692182144605842        0.16827158478864043        0.15603068385833196        0.16827158478864043        0.16190631630488003
6128        3        0.1685704960835509        0.1768929503916449        0.16840731070496084        0.15600522193211488        0.16824412532637076        0.1618798955613577
6129        2        0.16854299233153858        0.17702724751182902        0.16837983357807146        0.15597976831457008        0.16821667482460434        0.16185348343938652
6130        4        0.16851549755301795        0.1769983686786297        0.16835236541598694        0.15611745513866232        0.16818923327895596        0.16182707993474715
6131        2        0.16848801174359812        0.17713260479530257        0.16832490621432067        0.15609199151851247        0.16816180068504322        0.16180068504322295
6132        5        0.16846053489889107        0.1771037181996086        0.16829745596868884        0.1560665362035225        0.16829745596868884        0.16177429876060012
6133        6        0.16843306701451166        0.1770748410239687        0.1682700146747106        0.15604108918962986        0.1682700146747106        0.1619109734224686
6134        1        0.1685686338441474        0.17704597326377566        0.16824258232800782        0.1560156504727747        0.16824258232800782        0.1618845777632866
6135        5        0.16854115729421354        0.17701711491442543        0.16821515892420538        0.15599022004889976        0.16837815810920945        0.16185819070904645
6136        5        0.16851368970013036        0.1769882659713168        0.1681877444589309        0.15596479791395046        0.16851368970013036        0.16183181225554108
6137        1        0.16864917712237248        0.1769594264298517        0.1681603389278149        0.15593938406387486        0.16848623105751995        0.16180544239856606
6138        4        0.16862170087976538        0.176930596285435        0.1681329423264907        0.1560768980123819        0.16845878136200718        0.16177908113391984
6139        5        0.16859423358853234        0.1769017755334745        0.16810555465059457        0.15605147418146278        0.16859423358853234        0.1617527284574035
6140        6        0.16856677524429967        0.1768729641693811        0.16807817589576549        0.15602605863192182        0.16856677524429967        0.16188925081433225
6141        2        0.16853932584269662        0.17700700211691908        0.16805080605764533        0.1560006513597134        0.16853932584269662        0.16186288878032892
6142        2        0.16851188537935527        0.17714099641810485        0.16802344513187886        0.15597525236079454        0.16851188537935527        0.16183653533051123
6143        4        0.16848445384991045        0.17711216018232134        0.16799609311411362        0.15611264854305715        0.16848445384991045        0.16181019046068695
6144        6        0.16845703125        0.17708333333333334        0.16796875        0.15608723958333334        0.16845703125        0.16194661458333334
6145        6        0.16842961757526445        0.17705451586655818        0.1679414157851912        0.15606183889340927        0.16842961757526445        0.16208299430431244
6146        5        0.1684022128213472        0.17702570777741622        0.1679140904653433        0.1560364464692483        0.16856492027334852        0.16205662219329645
6147        4        0.1683748169838946        0.17699690906133073        0.16788677403611518        0.15617374328940947        0.1685374979664877        0.16203025866276233
6148        1        0.16851008458035133        0.17696811971372803        0.16785946649316852        0.1561483409238777        0.16851008458035133        0.1620039037085231
6149        2        0.1684826801105871        0.1771019677996422        0.16783216783216784        0.15612294682062125        0.1684826801105871        0.16197755732639454
6150        3        0.16845528455284553        0.1770731707317073        0.16796747967479675        0.15609756097560976        0.16845528455284553        0.16195121951219513
6151        2        0.16842789790278004        0.17720695821817592        0.1679401723297025        0.1560721833848155        0.16842789790278004        0.16192489026174606
6152        2        0.1684005201560468        0.1773407022106632        0.16791287386215864        0.15604681404421328        0.1684005201560468        0.16189856957087126
6153        2        0.16837315130830488        0.17747440273037543        0.16788558426783684        0.1560214529497806        0.16837315130830488        0.16187225743539738
6154        1        0.1685082872928177        0.1774455638609035        0.16785830354241144        0.15599610009749756        0.16834579135521613        0.16184595385115372
6155        3        0.168480909829407        0.17741673436230707        0.16799350121852152        0.15597075548334688        0.16831844029244517        0.16181965881397237
6156        4        0.1684535412605588        0.17738791423001948        0.16796621182586094        0.15610786224821313        0.1682910981156595        0.1617933723196881
6157        5        0.16842618158193925        0.17735910345947703        0.16793893129770993        0.15608250771479618        0.16842618158193925        0.1617670943641384
6158        5        0.16839883078921727        0.17733030204611888        0.1679116596297499        0.15605716141604417        0.1685612211757064        0.16174082494316336
6159        6        0.16837148887806463        0.17730150998538724        0.1678843968176652        0.1560318233479461        0.16853385289819775        0.16187692807273907
6160        3        0.16834415584415585        0.17727272727272728        0.1680194805194805        0.1560064935064935        0.1685064935064935        0.16185064935064936
6161        4        0.16831683168316833        0.17724395390358708        0.16799220905697126        0.1561434832007791        0.16847914299626685        0.1618243791592274
6162        3        0.1682895163907822        0.17721518987341772        0.16812723141837066        0.15611814345991562        0.16845180136319376        0.16179811749432002
6163        3        0.16826220996268051        0.1771864351776732        0.16826220996268051        0.15609281194223593        0.1684244686029531        0.16177186435177673
6164        4        0.168234912394549        0.17715768981181051        0.168234912394549        0.15622972096041532        0.16839714471122647        0.16174561972744972
6165        5        0.16820762368207623        0.17712895377128954        0.16820762368207623        0.1562043795620438        0.16853203568532035        0.16171938361719385
6166        4        0.16818034382095362        0.17710022705157313        0.16818034382095362        0.15634122607849496        0.16850470321115796        0.16169315601686668
6167        5        0.1681530728068753        0.17707150964812712        0.1681530728068753        0.15631587481757742        0.16863953299821632        0.16166693692232853
6168        2        0.16812581063553828        0.17720492866407264        0.16812581063553828        0.1562905317769131        0.16861219195849547        0.1616407263294423
6169        4        0.16809855730264225        0.17717620359863837        0.16809855730264225        0.15642729777921868        0.1685848597827849        0.1616145242340736
6170        5        0.1680713128038898        0.17714748784440842        0.1680713128038898        0.15640194489465153        0.1687196110210697        0.16158833063209077
6171        3        0.16804407713498623        0.17711878139685627        0.16820612542537677        0.1563766002268676        0.16869227029654837        0.16156214551936476
6172        5        0.16801685029163965        0.1770900842514582        0.16817887232663642        0.15635126377187297        0.16882696046662346        0.16153596889176927
6173        5        0.16798963226956098        0.1770613964036935        0.1681516280576705        0.15632593552567633        0.16896160699821805        0.16150980074518062
6174        1        0.16812439261418854        0.17703271784904437        0.16812439261418854        0.15630061548428895        0.1689342403628118        0.1614836410754778
6175        2        0.16809716599190283        0.177165991902834        0.16809716599190283        0.1562753036437247        0.16890688259109313        0.1614574898785425
6176        4        0.16806994818652848        0.17713730569948186        0.16806994818652848        0.1564119170984456        0.16887953367875647        0.16143134715025906
6177        6        0.1680427391937834        0.17710862878419945        0.1680427391937834        0.15638659543467703        0.1688521936214991        0.16156710377205763
6178        3        0.16801553900938815        0.17707996115247654        0.16817740369051473        0.15636128196827453        0.16882486241502104        0.16154095176432504
6179        2        0.1679883476290662        0.17721314128499757        0.16815018611425797        0.15633597669525814        0.1687975400550251        0.16151480822139505
6180        1        0.16812297734627832        0.17718446601941748        0.16812297734627832        0.1563106796116505        0.16877022653721682        0.16148867313915857
6181        6        0.1680957773823006        0.17715580003235723        0.1680957773823006        0.15628539071347677        0.16874292185730463        0.16162433263226014
6182        5        0.1680685862180524        0.17712714331931415        0.1680685862180524        0.1562601099967648        0.1688773859592365        0.16159818828857975
6183        2        0.1680414038492641        0.17726022966197638        0.1680414038492641        0.15623483745754488        0.16885007278020378        0.1615720524017467
6184        6        0.1680142302716688        0.17723156532988357        0.1680142302716688        0.15620957309184993        0.16882276843467012        0.16170763260025872
6185        1        0.16814874696847212        0.17720291026677445        0.16798706548100242        0.15618431689571544        0.16879547291835084        0.16168148746968472
6186        3        0.16812156482379567        0.1771742644681539        0.16812156482379567        0.15615906886517944        0.1687681862269641        0.1616553507921112
6187        5        0.16809439146597704        0.17714562792952965        0.16809439146597704        0.15613382899628253        0.16890253757879425        0.16162922256343948
6188        4        0.16806722689075632        0.17711700064641242        0.16806722689075632        0.15627020038784745        0.16887524240465418        0.16160310277957338
6189        5        0.16804007109387623        0.17708838261431573        0.16804007109387623        0.15624495071901762        0.16900953304249475        0.16157699143641946
6190        2        0.1680129240710824        0.17722132471728594        0.1680129240710824        0.15621970920840064        0.1689822294022617        0.16155088852988692
6191        4        0.1679857858181231        0.17719269907930868        0.1679857858181231        0.15635600064609917        0.16895493458245842        0.16152479405588757
6192        2        0.16795865633074936        0.17732558139534885        0.16795865633074936        0.15633074935400518        0.16892764857881137        0.16149870801033592
6193        1        0.16809300823510415        0.17729694816728564        0.167931535604715        0.15630550621669628        0.16890037138704989        0.16147263038914905
6194        5        0.1680658701969648        0.17726832418469488        0.16790442363577657        0.15628027123022278        0.16903454956409428        0.16144656118824668
6195        4        0.16803874092009685        0.17723970944309927        0.1678773204196933        0.15641646489104116        0.16900726392251816        0.16142050040355124
6196        3        0.16801162040025824        0.17721110393802453        0.16801162040025824        0.1563912201420271        0.16897998708844417        0.16139444803098774
6197        3        0.16798450863320963        0.17718250766499918        0.1681458770372761        0.15636598354042278        0.16895271905760853        0.16136840406648378
6198        3        0.16795740561471442        0.1771539206195547        0.16828009035172636        0.15634075508228462        0.16892545982575025        0.16134236850596967
6199        3        0.1679303113405388        0.17712534279722536        0.16841426036457494        0.15631553476367155        0.16889820938861105        0.16131634134537828
6200        3        0.16790322580645162        0.17709677419354838        0.1685483870967742        0.15629032258064515        0.1688709677419355        0.16129032258064516
6201        6        0.16787614900822448        0.17706821480406387        0.1685212062570553        0.15626511852926947        0.16884373488147073        0.16142557651991615
6202        4        0.16784908094163173        0.17703966462431472        0.16849403418252176        0.15640116091583361        0.16881651080296678        0.1613995485327314
6203        2        0.16782202160245044        0.17717233596646784        0.1684668708689344        0.15637594712236014        0.16878929550217636        0.16137352893761084
6204        2        0.16779497098646035        0.1773049645390071        0.16843971631205673        0.15635074145712444        0.16876208897485492        0.16134751773049646
6205        3        0.167767929089444        0.177276390008058        0.1685737308622079        0.1563255439161966        0.1687348912167607        0.1613215149073328
6206        2        0.1677408959071866        0.17740895907186593        0.16854656783757654        0.15630035449564939        0.16870770222365453        0.16129552046406703
6207        4        0.1677138714354761        0.17738037699371678        0.16851941356532946        0.1564362816175286        0.16868052199130015        0.16126953439664896
6208        6        0.16768685567010308        0.17735180412371135        0.16849226804123713        0.1564110824742268        0.16865335051546393        0.16140463917525774
6209        5        0.167659848606861        0.17732324045740055        0.16846513126107263        0.15638589144789822        0.1687872443227573        0.1613786439040103
6210        3        0.1676328502415459        0.17729468599033815        0.16859903381642513        0.15636070853462158        0.16876006441223831        0.16135265700483092
6211        6        0.16760586056995652        0.17726614071808083        0.16857188858476896        0.15633553373047818        0.16873289325390436        0.16148768314281114
6212        1        0.16773985833869928        0.177237604636188        0.16854475209272377        0.15631036703155182        0.16870573084352866        0.16146168705730843
6213        5        0.16771286013198133        0.17720907774022213        0.16851762433606954        0.15628520843392885        0.16883953001770483        0.16143569934009336
6214        3        0.1676858706147409        0.1771805600257483        0.16865143224975862        0.1562600579336981        0.16881235918892823        0.16140971998712583
6215        5        0.1676588897827836        0.17715205148833468        0.16862429605792437        0.15623491552695093        0.16894609814963799        0.16138374899436847
6216        3        0.16763191763191762        0.17712355212355213        0.16875804375804376        0.1562097812097812        0.16891891891891891        0.16135778635778636
6217        2        0.16760495415795398        0.1772559112111951        0.16873089914749878        0.15618465497828535        0.16889174843171947        0.16133183207334728
6218        1        0.1677388227725957        0.17722740431006753        0.16870376326793182        0.15615953682856223        0.16886458668382118        0.16130588613702154
6219        4        0.16771185077986814        0.17719890657662005        0.16867663611513106        0.15629522431259044        0.1688374336710082        0.16127994854478211
6220        1        0.16784565916398714        0.17717041800643088        0.16864951768488745        0.1562700964630225        0.16881028938906753        0.1612540192926045
6221        5        0.16781867866902428        0.17714193859508118        0.1686224079729947        0.1562449766918502        0.16894389969458287        0.16122809837646682
6222        3        0.1677917068466731        0.17711346833815494        0.16875602700096431        0.1562198649951784        0.16891674702667953        0.16120218579234974
6223        5        0.16776474369275268        0.17708500723123896        0.1687289088863892        0.1561947613691146        0.16905029728426804        0.16117628153623653
6224        5        0.16773778920308482        0.17705655526992287        0.16870179948586117        0.15616966580976863        0.16918380462724936        0.1611503856041131
6225        5        0.16771084337349398        0.17702811244979919        0.1686746987951807        0.156144578313253        0.16931726907630523        0.16112449799196787
6226        4        0.16768390619980725        0.17699967876646322        0.16864760681015098        0.15628011564407324        0.16929007388371345        0.16109861869579184
6227        5        0.1676569776778545        0.1769712542155131        0.1686205235265778        0.1562550184679621        0.1694234784005139        0.16107274771157862
6228        6        0.1676300578034682        0.17694283879254977        0.16859344894026976        0.15622992935131663        0.16939627488760436        0.16120745022479127
6229        3        0.16760314657248354        0.17691443249317707        0.1687269224594638        0.15620484829025527        0.1693690801091668        0.16118157007545353
6230        1        0.16773675762439808        0.1768860353130016        0.16869983948635633        0.15617977528089888        0.16934189406099517        0.16115569823434991
6231        4        0.167709837907238        0.1768576472476328        0.16867276520622693        0.1563151982025357        0.1693147167388862        0.16112983469748035
6232        3        0.1676829268292683        0.17682926829268292        0.168806161745828        0.15629011553273428        0.16928754813863928        0.16110397946084723
6233        6        0.16765602438633082        0.17680089844376704        0.16877907909513878        0.15626504091127869        0.16926038825605647        0.16123856890742821
6234        2        0.16762913057427012        0.1769329483477703        0.16875200513314084        0.1562399743342958        0.16923323708694257        0.16121270452358036
6235        3        0.16760224538893345        0.1769045709703288        0.16888532477947074        0.156214915797915        0.16920609462710506        0.161186848436247
6236        6        0.16757536882617063        0.17687620269403465        0.16885824246311737        0.15618986529826812        0.16917896087235407        0.16132135984605517
6237        6        0.1675485008818342        0.1768478435145102        0.16883116883116883        0.1561648228314895        0.1691518358185025        0.1614558281224948
6238        4        0.16752164155177943        0.17681949342738057        0.16880410387944855        0.15630009618467458        0.1691247194613658        0.16142994549535108
6239        3        0.16749479083186408        0.17679115242827376        0.16893732970027248        0.15627504407757653        0.1690976117967623        0.16140407116525085
6240        1        0.16762820512820512        0.17676282051282052        0.16891025641025642        0.15625        0.16907051282051283        0.16137820512820514
6241        6        0.16760134593815093        0.1767344976766544        0.16888319179618652        0.15622496394808524        0.16904342252844096        0.16151257811248199
6242        1        0.16773470041653316        0.17670618391541174        0.16885613585389297        0.156199935917975        0.16901634091637296        0.16148670297981416
6243        1        0.16786801217363448        0.1766778792247317        0.16882908857920872        0.1561749159058145        0.16898926798013775        0.16146083613647286
6244        4        0.16784112748238308        0.17664958360025623        0.16880204996796924        0.15631005765534914        0.16896220371556694        0.16143497757847533
6245        6        0.16781425140112088        0.1766212970376301        0.1687750200160128        0.15628502802241792        0.1689351481184948        0.16156925540432346
6246        6        0.16778738392571246        0.1765930195325008        0.16874799871918028        0.15626000640409862        0.16890810118475824        0.1617034902337496
6247        2        0.16776052505202496        0.17672482791740035        0.1687209860733152        0.15623499279654235        0.1688810629101969        0.16167760525052025
6248        4        0.1677336747759283        0.176696542893726        0.16869398207426375        0.15637003841229194        0.16885403329065302        0.161651728553137
6249        1        0.16786685869739157        0.17666826692270762        0.16866698671787486        0.15634501520243238        0.1688270123219715        0.161625860137622
6250        1        0.168        0.17664        0.16864        0.15632        0.1688        0.1616
6251        6        0.167973124300112        0.1766117421212606        0.16861302191649336        0.1562949928011518        0.1687729963205887        0.16173412254039354
6252        3        0.16794625719769674        0.1765834932821497        0.16874600127959052        0.15626999360204735        0.16874600127959052        0.16170825335892514
6253        6        0.16791939868862946        0.1765552534783304        0.16871901487286103        0.15624500239884856        0.16871901487286103        0.16184231568846955
6254        3        0.16789254876878798        0.1765270227054685        0.16885193476175248        0.15622001918771986        0.1686920370962584        0.1618164374800128
6255        1        0.1680255795363709        0.17649880095923262        0.16882494004796164        0.15619504396482814        0.16866506794564348        0.16179056754596324
6256        3        0.1679987212276215        0.17647058823529413        0.16895780051150894        0.1561700767263427        0.1686381074168798        0.16176470588235295
6257        3        0.16797187150391563        0.17644238452932715        0.16909061850727186        0.15614511746843535        0.16861115550583347        0.16173885248521655
6258        4        0.16794503036113775        0.17641418983700863        0.16906359859379994        0.15627996164908917        0.16858421220837327        0.16171300735059124
6259        2        0.16791819779517494        0.17654577408531713        0.16903658731426746        0.1562549928103531        0.16855727752037067        0.1616871704745167
6260        6        0.16789137380191693        0.17651757188498401        0.16900958466453675        0.1562300319488818        0.16853035143769968        0.16182108626198083
6261        4        0.16786455837725603        0.17648937869349945        0.16898259064047277        0.15636479795559816        0.16850343395623701        0.1617952403769366
6262        5        0.16783775151708719        0.17646119450654743        0.16895560523794315        0.1563398275311402        0.16863621846055574        0.1617694027467263
6263        2        0.167810953217308        0.17659268721060195        0.16892862845281814        0.15631486508063228        0.1686092926712438        0.1617435733673958
6264        2        0.16778416347381864        0.17672413793103448        0.16890166028097062        0.15628991060025543        0.1685823754789272        0.16171775223499363
6265        5        0.16775738228252196        0.17669592976855547        0.16887470071827615        0.15626496408619314        0.16871508379888267        0.16169193934557063
6266        2        0.16773060963932332        0.17682732205553783        0.16884774976061284        0.15624002553463134        0.16868815831471434        0.16166613469518035
6267        6        0.16770384554013085        0.17679910643050903        0.1688208074038615        0.15621509494175842        0.16866124142332856        0.1617999042604117
6268        2        0.16767708998085515        0.1769304403318443        0.16879387364390555        0.15619017230376517        0.16863433312061263        0.16177409061901724
6269        1        0.167809858031584        0.17690221725953104        0.16876694847663104        0.1561652576168448        0.16860743340245654        0.16174828521295262
6270        3        0.16778309409888356        0.17687400318979266        0.16889952153110047        0.156140350877193        0.1685805422647528        0.16172248803827752
6271        1        0.16791580290224845        0.17684579811832243        0.16887258810397066        0.15611545208100783        0.16855365970339659        0.16169669909105405
6272        3        0.1678890306122449        0.1768176020408163        0.1690051020408163        0.1560905612244898        0.16852678571428573        0.16167091836734693
6273        5        0.1678622668579627        0.17678941495297307        0.16897816036983898        0.15606567830384185        0.16865933365216004        0.16164514586322334
6274        4        0.16783551163532037        0.1767612368504941        0.1689512272872171        0.15620019126554033        0.16863245138667518        0.16161938157475295
6275        4        0.16780876494023905        0.17673306772908368        0.16892430278884463        0.15633466135458168        0.16860557768924303        0.16159362549800796
6276        5        0.16778202676864246        0.1767049075844487        0.16889738687061823        0.15630975143403442        0.16873804971319312        0.1615678776290631
6277        1        0.16791460888959694        0.17667675641229888        0.16887047952843715        0.15628484945037438        0.16871116775529713        0.16154213796399555
6278        3        0.16788786237655304        0.1766486142083466        0.16900286715514495        0.15625995539980886        0.16868429436126156        0.161516406498885
6279        2        0.16786112438286352        0.1767797419971333        0.16897595158464723        0.15623506927854755        0.16865742952699475        0.16149068322981366
6280        5        0.1678343949044586        0.1767515923566879        0.16894904458598725        0.15621019108280254        0.16878980891719744        0.16146496815286623
6281        6        0.16780767393727114        0.17672345167966885        0.16892214615507084        0.1561853208087884        0.1687629358382423        0.16159847158095844
6282        2        0.16778096147723656        0.17685450493473417        0.16889525628780644        0.15616045845272206        0.16873607131486787        0.16157274753263293
6283        4        0.16775425752029285        0.17682635683590642        0.16886837498010504        0.15629476364793887        0.16870921534298902        0.1615470316727678
6284        6        0.16772756206238065        0.1767982176957352        0.16884150222788033        0.15626989178866962        0.16868236791852323        0.16168045830681094
6285        2        0.16770087509944312        0.17692919649960223        0.16881463802704852        0.15624502784407318        0.16865552903739062        0.16165473349244233
6286        6        0.16767419662742603        0.1769010499522749        0.16878778237352848        0.15622017181037226        0.16862869869551383        0.1617881005408845
6287        1        0.16780658501670112        0.1768729123588357        0.1687609352632416        0.15619532368379196        0.1686018768888182        0.16176236678861142
6288        3        0.16777989821882952        0.17684478371501272        0.16889312977099236        0.15617048346055978        0.16857506361323155        0.16173664122137404
6289        4        0.16775321990777547        0.1768166640165368        0.16886627444744792        0.1563046589282875        0.16854825886468436        0.16171092383526792
6290        4        0.16772655007949125        0.1767885532591415        0.16883942766295706        0.1564387917329094        0.1685214626391097        0.1616852146263911
6291        5        0.16769988872993166        0.17676045143856303        0.1688125894134478        0.156413924654268        0.1686536321729455        0.16165951359084407
6292        4        0.16767323585505403        0.17673235855054037        0.1687857596948506        0.15654799745708836        0.16862682771773682        0.16163382072472982
6293        1        0.1678054981725727        0.1767042745908152        0.16875893850309867        0.15652312092801526        0.16860003178134436        0.16160813602415383
6294        2        0.16777883698760723        0.17683508102955195        0.16873212583412775        0.15649825230378137        0.16857324435970766        0.161582459485224
6295        3        0.1677521842732327        0.17680698967434472        0.1688641779189833        0.15647339158061954        0.16854646544876886        0.16155679110405083
6296        3        0.16772554002541296        0.17677890724269377        0.16899618805590852        0.15644853875476494        0.16851969504447267        0.16153113087674714
6297        6        0.16769890424011433        0.17675083373034778        0.16896935048435763        0.15642369382245513        0.1684929331427664        0.1616642845799587
6298        1        0.1678310574785646        0.17672276913305812        0.1689425214353763        0.15639885677993012        0.16846617973959988        0.16163861543347094
6299        6        0.16780441339895222        0.17669471344657883        0.16891570090490554        0.1563740276234323        0.16843943483092555        0.16177170979520558
6300        6        0.16777777777777778        0.17666666666666667        0.1688888888888889        0.15634920634920635        0.1684126984126984        0.1619047619047619
6301        6        0.16775115061101412        0.1766386287890811        0.1688620853832725        0.15632439295349945        0.16838597048087606        0.16203777178225678
6302        6        0.16772453189463662        0.17661059980958427        0.16883529038400508        0.1562995874325611        0.1683592510314186        0.16217073944779434
6303        5        0.1676979216246232        0.17658257972394098        0.16880850388703791        0.1562747897826432        0.16849119466920515        0.16214501031254958
6304        3        0.16767131979695432        0.1765545685279188        0.16894035532994925        0.15625        0.16846446700507614        0.16211928934010153
6305        6        0.167644726407613        0.17652656621728788        0.168913560666138        0.15622521808088818        0.16843774781919113        0.16225218080888185
6306        1        0.1677767205835712        0.17649857278782113        0.16888677450047573        0.15620044402156677        0.16841103710751665        0.16222645099904853
6307        2        0.16775011891549071        0.17662914222292692        0.16885999682892025        0.15617567781829714        0.1683843348660219        0.16220072934834312
6308        6        0.16772352568167406        0.1766011414077362        0.16883322764743183        0.15615091946734305        0.1683576410906785        0.16233354470513633
6309        4        0.16769694087811063        0.1765731494690125        0.16880646695197338        0.15628467268980822        0.16833095577746077        0.1623078142336345
6310        5        0.1676703645007924        0.17654516640253565        0.1687797147385103        0.15625990491283676        0.16846275752773376        0.16228209191759113
6311        4        0.16764379654571385        0.1765171922040881        0.16875297100301062        0.15639359847884646        0.16843606401521152        0.16225637775312945
6312        2        0.167617237008872        0.17664765525982257        0.16872623574144488        0.15636882129277566        0.16840937896070976        0.16223067173637515
6313        1        0.16774908918105497        0.17661967368921275        0.16869950894978616        0.15634405195628068        0.16838270236020908        0.16220497386345636
6314        2        0.16772252138105798        0.17675007918910357        0.16867279062401014        0.15631929046563192        0.16835603420969275        0.16217928413050364
6315        6        0.16769596199524942        0.17672209026128266        0.16864608076009502        0.15629453681710215        0.16832937450514648        0.1623119556611243
6316        5        0.16766941101963267        0.17669411019632678        0.16861937935402152        0.15626979100696645        0.16846105129829006        0.1622862571247625
6317        3        0.1676428684502137        0.17666613899002692        0.16875098939369954        0.1562450530315023        0.16843438340984646        0.1622605667247111
6318        2        0.16761633428300096        0.17679645457423235        0.16872427983539096        0.15622032288698956        0.16840772396327952        0.16223488445710668
